Customer_ID,Age,Gender,Income,Location,Campaign_ID,Product_Purchased,Purchase_Amount,Engagement_Score,Campaign_Channel,Campaign_Response_Time,Discount_Used,Satisfaction_Score
C0816,39,Male,46052.28,Florida,M006,Product D,213.21,5.1,Push Notification,24.8,TRUE,3.2
C0817,44,Male,15474.47,Illinois,M017,Product D,486.49,9.4,SMS,36.1,TRUE,4.3
C0818,66,Female,80243.19,Texas,M009,Product C,381.89,2.9,Social Media,55,TRUE,2.8
C0819,30,Male,70803.36,New York,M004,Product A,397.66,8.2,Social Media,56.9,TRUE,7.2
C0820,50,Male,67814.65,Texas,M015,Product B,183.19,1.2,Social Media,6.3,TRUE,3.1
C0821,51,Female,50890.15,Illinois,M018,Product B,289.42,8.9,Social Media,44.6,TRUE,6.1
C0822,58,Female,66415.15,Illinois,M015,Product D,191.09,6.3,SMS,69.7,FALSE,8.6
C0823,52,Male,49434.6,California,M018,Product D,166.94,5.3,Social Media,56.8,TRUE,5.6
C0824,18,Male,63072.86,Illinois,M007,Product C,290.86,7.4,Push Notification,1.5,FALSE,6.3
C0825,38,Male,46191.25,Texas,M015,Product A,494.49,1.6,Social Media,17,FALSE,9.7
C0826,65,Female,82744.33,New York,M005,Product B,146.58,2.8,SMS,32.6,FALSE,3.9
C0827,23,Female,36446.45,New York,M011,Product D,159.13,4.7,Email,51.1,FALSE,8.2
C0828,45,Female,78484.26,California,M014,Product A,159.41,6.6,SMS,40.4,TRUE,7.2
C0829,34,Female,60583.74,Texas,M008,Product C,406.27,2.3,Social Media,6.5,TRUE,2
C0830,22,Female,52658,Illinois,M004,Product A,279.72,4.4,SMS,53.4,TRUE,9.9
C0831,48,Female,62505.04,Florida,M010,Product B,223.15,3.3,SMS,60.5,TRUE,7.2
C0832,22,Female,71000.22,New York,M007,Product D,429.71,6.8,SMS,15.6,TRUE,1.1
C0833,55,Male,80501.2,Texas,M001,Product B,183.87,9.3,SMS,5.8,FALSE,7.5
C0834,20,Non-Binary,64697.15,California,M020,Product A,226.5,2.5,Push Notification,57.2,TRUE,2.2
C0835,40,Male,46639.56,Florida,M012,Product D,83.13,2.7,Email,46.5,FALSE,3.6
C0836,54,Male,60834.45,Texas,M013,Product C,103.51,6.4,SMS,58,TRUE,4.1
C0837,54,Female,87251.9,Illinois,M016,Product C,111.53,5.1,Social Media,41.2,TRUE,3.8
C0838,27,Male,80215.17,New York,M014,Product D,206.14,7.5,Push Notification,31.4,FALSE,7.7
C0839,27,Female,73631.45,Illinois,M013,Product C,285.84,3.6,Email,69.4,TRUE,7.8
C0840,36,Female,71935.31,California,M005,Product C,50.33,5.9,Push Notification,56.4,FALSE,5.8
C0841,34,Male,70491.75,New York,M014,Product D,135.47,4.5,SMS,30.2,TRUE,6.1
C0842,38,Female,77381.32,Florida,M013,Product B,129.04,3.5,Social Media,65.4,FALSE,3.8
C0843,31,Male,53150.57,New York,M014,Product A,164.01,7.6,Social Media,71.5,TRUE,1.2
C0844,26,Male,39673.71,Illinois,M012,Product B,124.74,8.2,Push Notification,22.9,FALSE,4.2
C0845,63,Female,61035.05,Texas,M020,Product A,137.81,4,Social Media,64.4,TRUE,1.1
C0846,18,Female,47736.28,Texas,M015,Product A,492.75,6.6,Social Media,4.2,FALSE,8.8
C0847,68,Female,44174.69,Texas,M019,Product D,317.63,2.6,Email,16.2,FALSE,6.8
C0848,62,Male,49195.82,California,M011,Product C,393.21,8.1,Social Media,12.4,FALSE,9.8
C0849,30,Female,97279.71,California,M015,Product C,418.7,3.5,Social Media,26.3,TRUE,2.6
C0850,21,Male,62041.87,Texas,M012,Product A,350.46,2.5,Push Notification,40.9,FALSE,6.9
C0851,18,Female,65428.62,Florida,M019,Product A,366.84,9.5,Push Notification,52.1,FALSE,2.7
C0852,66,Male,41664.56,Illinois,M016,Product D,334.53,4.8,Push Notification,65.1,TRUE,6.8
C0853,57,Female,32343.71,Florida,M004,Product A,342.22,6.8,Social Media,12.3,TRUE,5.4
C0854,49,Male,47714.21,Texas,M018,Product B,467.8,8.3,Push Notification,42.1,TRUE,7
C0855,51,Male,81572.93,Illinois,M009,Product A,133.58,7.2,Social Media,40.4,TRUE,7.5
C0856,45,Female,65014.13,California,M016,Product B,173.63,6.1,Email,33.6,FALSE,5.7
C0857,48,Female,68978.93,New York,M007,Product D,91.97,4.3,SMS,50.3,FALSE,5.4
C0858,25,Female,71078.49,New York,M019,Product A,426.8,9.3,SMS,37.4,TRUE,1.6
C0859,56,Female,51129.76,Illinois,M011,Product C,251.94,2.2,SMS,40.1,TRUE,4.3
C0860,43,Female,80819.48,Florida,M017,Product D,458.2,9,Push Notification,65.1,TRUE,3.7
C0861,51,Female,50507.89,Illinois,M005,Product A,235.25,7.4,Email,62.1,TRUE,6.6
C0862,20,Male,81093.49,Florida,M012,Product A,249.18,6.1,SMS,42,TRUE,3.5
C0863,67,Female,66634.53,Florida,M019,Product B,251.76,3.9,Social Media,12.1,TRUE,3.1
C0864,29,Male,33164.32,New York,M002,Product A,325.62,2.3,Email,69.1,FALSE,8.6
C0865,18,Female,48779.86,California,M001,Product B,394.76,5,Push Notification,45.2,TRUE,8.5
C0866,61,Female,33225.92,Texas,M004,Product B,208.08,8.1,SMS,58.3,FALSE,4
C0867,22,Female,77449.23,California,M011,Product C,333.57,7.7,SMS,4.9,FALSE,1.8
C0868,47,Female,59628.97,Texas,M018,Product C,141.79,6.8,SMS,64.7,TRUE,5.5
C0869,47,Female,26574.86,New York,M016,Product C,299.32,9.9,Email,50.2,FALSE,5.1
C0870,34,Female,65636.2,Texas,M010,Product D,295.96,9.8,Email,49.7,TRUE,8.8
C0871,65,Male,51942.54,Florida,M012,Product C,449.92,4.6,Social Media,8.8,FALSE,5.9
C0872,64,Female,37742.91,Illinois,M002,Product B,453.13,2.7,Email,51.6,FALSE,9.5
C0873,40,Male,85169.49,Texas,M001,Product A,269.25,5.2,Email,6.4,TRUE,5.4
C0874,32,Female,61609.29,California,M010,Product B,61.07,8.6,Social Media,5,TRUE,7
C0875,54,Male,55598.53,New York,M010,Product C,430.08,5.1,SMS,24.1,FALSE,5.3
C0876,38,Male,54008.63,New York,M010,Product A,50.28,4,SMS,2.6,FALSE,3.9
C0877,31,Male,37300.81,Illinois,M002,Product B,265.21,7.7,Email,12.3,TRUE,1.2
C0878,19,Male,40431.77,Florida,M020,Product A,58.91,6.9,Social Media,52.6,TRUE,8.1
C0879,28,Female,79273.75,Florida,M003,Product B,208.67,9.7,SMS,60.3,FALSE,9.1
C0880,68,Male,52891.76,New York,M001,Product A,336.54,5.9,Push Notification,13.7,FALSE,7.6
C0881,56,Female,60331.02,Florida,M018,Product A,217.04,9.7,Push Notification,59.5,FALSE,3.5
C0882,55,Male,29335.04,Illinois,M011,Product C,467.1,3.6,Social Media,35.1,FALSE,8.4
C0883,51,Female,40228.62,New York,M012,Product D,338.34,8.8,Social Media,69,TRUE,6.5
C0884,55,Female,69147.19,Florida,M001,Product C,340.9,4.2,Email,10.9,FALSE,7.1
C0885,67,Female,65665.68,Texas,M006,Product A,218.5,8.3,Push Notification,4.8,TRUE,1.6
C0886,51,Female,86300.63,Texas,M016,Product A,67.34,9.3,SMS,61,FALSE,6.2
C0887,35,Male,80144.34,Florida,M020,Product C,382.18,6.6,Social Media,26.7,TRUE,6.1
C0888,47,Female,56539.34,Texas,M003,Product B,372.31,7.6,Push Notification,33.5,FALSE,7
C0889,32,Male,67094.3,Illinois,M017,Product A,288.56,9.6,SMS,37.3,TRUE,7.9
C0890,44,Female,55250.95,California,M016,Product B,237.32,4.4,Push Notification,59.6,FALSE,4.6
C0891,68,Female,90822.15,Illinois,M011,Product C,292.24,5.6,SMS,6.4,TRUE,2.4
C0892,51,Male,77235.22,Illinois,M016,Product D,386.07,9.1,Push Notification,40.1,FALSE,9.3
C0893,69,Female,62545.28,Florida,M012,Product D,370.75,7.1,SMS,31.6,TRUE,8
C0894,55,Female,63005.92,Illinois,M001,Product A,346.15,8.9,SMS,25.2,TRUE,5.9
C0895,50,Male,81672.75,Florida,M011,Product B,456.7,6.6,Social Media,25.7,FALSE,4.2
C0896,41,Male,68693.67,New York,M006,Product C,324.45,7.7,SMS,67.1,FALSE,9.9
C0897,32,Male,83379.42,Florida,M019,Product A,56.53,1.1,Social Media,20,FALSE,1.8
C0898,47,Female,27095.28,Florida,M012,Product D,328.13,4.1,Push Notification,33.3,TRUE,9.4
C0899,59,Female,66918.42,New York,M002,Product D,325.65,7.9,Email,36,TRUE,4.6
C0900,68,Male,52268.48,California,M010,Product B,81.34,4.6,Email,52.1,FALSE,1.9
C0901,34,Male,86345.67,New York,M019,Product A,242.48,4.3,Push Notification,37.8,FALSE,4.4
C0902,22,Female,83195.98,Florida,M015,Product B,342.99,9.6,Social Media,45.1,TRUE,7.7
C0903,46,Female,60492.54,Texas,M008,Product B,367.03,6,Email,29.3,TRUE,4.8
C0904,21,Male,83034.46,Florida,M011,Product A,451.87,2.7,Email,52,FALSE,5.4
C0905,27,Male,86746.72,New York,M016,Product C,428.62,5.3,SMS,34.1,FALSE,8.4
C0906,34,Female,61116.1,Florida,M013,Product D,102.45,5.7,Social Media,16.8,TRUE,6.5
C0907,27,Male,97079.01,New York,M013,Product A,323.95,9.9,Social Media,59,FALSE,7
C0908,34,Male,59529.88,Illinois,M005,Product D,318.42,7.5,SMS,55.3,TRUE,2.4
C0909,37,Female,56782.19,California,M012,Product C,186.69,5.7,Push Notification,45.6,TRUE,3.3
C0910,41,Female,72988.09,California,M010,Product D,132.85,4.9,Email,38.1,TRUE,4.7
C0911,22,Male,54693.14,New York,M019,Product D,139.78,9.2,SMS,15.8,TRUE,2
C0912,51,Male,61280.1,California,M017,Product B,129.9,6.8,Push Notification,62.7,TRUE,3.5
C0913,23,Male,81141.52,Texas,M001,Product B,412.82,4.2,Push Notification,7.9,TRUE,8.5
C0914,19,Male,60288.28,Texas,M015,Product B,116.78,5.2,Social Media,28.2,FALSE,1.2
C0915,30,Female,34574.73,California,M016,Product C,168.98,3.5,Push Notification,61.5,TRUE,1.5
C0916,60,Male,65509.79,New York,M020,Product B,148,9.6,SMS,43.3,TRUE,7.2
C0917,60,Female,49555.6,Texas,M010,Product D,370.79,7.3,Social Media,32.1,TRUE,4.5
C0918,65,Female,72979.07,California,M010,Product D,121.28,4.5,Social Media,57.2,FALSE,8
C0919,28,Male,70442.85,Florida,M017,Product D,60.83,2.6,Email,71.3,FALSE,9.4
C0920,68,Male,82071.01,Texas,M017,Product A,218.4,2.6,Social Media,14.4,TRUE,3.4
C0921,64,Female,73612.98,Illinois,M002,Product D,187.29,5.3,Push Notification,4.6,TRUE,1.3
C0922,40,Female,76353.66,Texas,M009,Product B,228.97,5.2,Push Notification,33.9,TRUE,5.1
C0923,33,Female,49963.55,California,M004,Product C,389.22,4.8,Push Notification,21.4,FALSE,9.7
C0924,48,Male,72059.8,California,M007,Product C,55.57,8.7,Email,48.3,TRUE,5.9
C0925,28,Female,89526.77,California,M005,Product D,66.97,9.8,SMS,36.1,TRUE,4.4
C0926,33,Female,49670.25,New York,M019,Product D,165.04,4.2,Email,36.4,TRUE,6
C0927,25,Female,86996.07,New York,M004,Product A,450.14,3.7,SMS,26.2,TRUE,2.5
C0928,21,Male,51759.75,Florida,M018,Product D,126.08,7.9,Push Notification,16,FALSE,7.8
C0929,57,Female,47220.43,Florida,M003,Product D,498.67,5,SMS,16.2,TRUE,7.1
C0930,21,Female,64443.01,Texas,M004,Product D,412.56,3,Push Notification,28.5,FALSE,7.5
C0931,42,Male,70738.66,California,M014,Product A,255.26,2.6,Push Notification,49.4,TRUE,3.7
C0932,20,Female,73676.25,Florida,M014,Product C,386.54,3.5,Push Notification,24.9,TRUE,8.3
C0933,49,Male,45573.56,California,M017,Product D,283.47,1,SMS,24.1,TRUE,9
C0934,20,Male,66518.1,Texas,M009,Product C,304.7,9.5,Social Media,31.2,TRUE,9.6
C0935,44,Male,49716.68,New York,M019,Product A,311.35,4.9,Email,71.4,FALSE,6.7
C0936,46,Female,37666.17,Florida,M003,Product A,341.92,1.7,Push Notification,7.5,TRUE,4.1
C0937,49,Male,46068.96,Illinois,M015,Product D,77.34,2.5,SMS,21.9,TRUE,4.5
C0938,67,Male,48736.49,Illinois,M001,Product A,327.42,3.9,SMS,21.7,TRUE,6.1
C0939,68,Female,67823.93,Illinois,M019,Product A,372.63,6,Email,70.2,TRUE,6.2
C0940,36,Male,77283.2,Illinois,M004,Product C,189.83,7.3,SMS,29.9,TRUE,8.1
C0941,38,Female,37901.9,Illinois,M014,Product B,490.36,3.8,Social Media,41.3,TRUE,1.8
C0942,22,Female,65279.42,Illinois,M018,Product C,115,9.6,Email,15.1,FALSE,6.1
C0943,35,Female,42349.53,Illinois,M012,Product D,459.7,7.8,SMS,1.9,FALSE,4.1
C0944,45,Female,69436.28,Florida,M006,Product A,354.4,8.4,Email,25.1,FALSE,8.5
C0945,59,Female,50659.04,Illinois,M010,Product D,348.94,3.9,Social Media,46.4,FALSE,4.2
C0946,39,Male,44230.06,Illinois,M004,Product C,444.21,4.4,Social Media,50.1,TRUE,5.2
C0947,38,Female,71994.97,Texas,M016,Product A,424.28,5.8,SMS,54.5,TRUE,3
C0948,23,Male,51196.16,Florida,M001,Product D,205.45,5.1,Email,62.1,FALSE,3.7
C0949,18,Female,55260.54,Texas,M003,Product D,367.42,3.3,Social Media,9.2,TRUE,6
C0950,22,Male,26700.16,California,M007,Product C,72.77,10,Push Notification,6.9,FALSE,4.8
C0951,58,Female,74198.27,Illinois,M003,Product D,258.81,8.6,Email,56.9,FALSE,2.8
C0952,29,Female,72313.63,New York,M015,Product A,472,3.1,Push Notification,31.9,FALSE,5.3
C0953,43,Female,60081.87,Illinois,M006,Product D,173.34,9,Push Notification,68.2,TRUE,2.5
C0954,63,Male,37086.29,Illinois,M016,Product A,72.49,6.3,Email,68,FALSE,8.9
C0955,51,Male,78140.54,Texas,M017,Product D,312.33,1.1,SMS,11.1,TRUE,9.3
C0956,66,Female,50006.05,California,M002,Product C,209.79,4.1,Social Media,50.1,TRUE,3
C0957,31,Female,53199.7,Texas,M010,Product A,220.86,1.2,SMS,5.8,FALSE,1.5
C0958,43,Male,94680.66,Florida,M011,Product D,312.11,1.8,Email,29.6,TRUE,9.3
C0959,62,Non-Binary,49445.45,California,M006,Product B,329.72,2.6,Push Notification,60.8,TRUE,3.8
C0960,44,Female,71133.15,California,M018,Product A,246.79,5.4,Push Notification,33.7,TRUE,2.7
C0961,26,Male,68431.38,California,M015,Product A,278.4,4.4,Push Notification,3.4,TRUE,9.3
C0962,43,Female,65852.58,Texas,M016,Product A,496.97,2.3,SMS,18.1,FALSE,8.9
C0963,64,Female,64230.01,Illinois,M013,Product B,480.72,4.6,SMS,7.1,FALSE,1.5
C0964,39,Male,65645.83,Illinois,M016,Product C,368.29,3.7,Push Notification,30,FALSE,2.9
C0965,64,Male,64079.11,Illinois,M002,Product D,122.67,4.7,Social Media,50.5,FALSE,8.3
C0966,47,Female,59221.22,Illinois,M020,Product B,211.98,2.6,Email,47.9,TRUE,3.4
C0967,60,Female,82669.25,Illinois,M012,Product D,447.39,6.5,SMS,52,FALSE,7
C0968,65,Male,40310.09,Florida,M014,Product B,240.6,1.4,Push Notification,28.3,TRUE,1.4
C0969,34,Female,75321.87,New York,M008,Product B,479.92,4.5,Push Notification,19.8,TRUE,8.6
C0970,43,Female,72335.13,California,M006,Product D,269.74,9.1,Email,5,FALSE,4.8
C0971,53,Female,70475.99,New York,M014,Product D,437.8,4.8,SMS,67.9,TRUE,5.2
C0972,18,Male,76754.69,Florida,M015,Product D,65.92,5,Social Media,9.4,TRUE,8.3
C0973,25,Female,58611.01,Illinois,M020,Product C,245.37,1.6,SMS,13.7,TRUE,5.1
C0974,66,Male,31965.39,Florida,M003,Product A,365.12,6.4,Social Media,2.8,TRUE,1.9
C0975,52,Male,58915.61,Florida,M007,Product B,438.6,9.4,SMS,23.5,FALSE,5.5
C0976,69,Male,45132.09,New York,M016,Product A,324.33,3.6,SMS,59.1,FALSE,5.1
C0977,32,Female,49022.11,California,M002,Product D,127.97,4.5,Social Media,24.6,TRUE,5.1
C0978,64,Female,41363.7,Texas,M017,Product D,448.61,6.3,SMS,48.3,FALSE,2.7
C0979,39,Male,52839.83,Texas,M011,Product B,308.67,1.8,Push Notification,69.6,FALSE,2.5
C0980,31,Female,51050.64,California,M003,Product B,98.61,9.6,Push Notification,64.4,TRUE,8
C0981,43,Male,24336.45,Illinois,M008,Product B,258.73,5.2,SMS,13.8,FALSE,6.6
C0982,45,Male,70503.33,Florida,M019,Product B,364.52,2,Social Media,26.5,TRUE,1.1
C0983,40,Non-Binary,93304.83,Illinois,M018,Product B,252.96,4,SMS,54.3,FALSE,8.5
C0984,31,Female,69093.56,Florida,M007,Product D,441.86,4.4,Push Notification,70.4,FALSE,2.1
C0985,41,Male,56956.14,Texas,M016,Product B,240.66,4.1,Push Notification,51.8,TRUE,7.6
C0986,19,Female,59178.8,California,M014,Product C,312.55,7.2,Push Notification,18.9,FALSE,1.9
C0987,62,Male,53685.21,New York,M008,Product A,145.03,4.1,Email,10.4,TRUE,9.7
C0988,43,Male,61350.62,New York,M013,Product A,280.71,3.9,Push Notification,36.2,FALSE,9.1
C0989,31,Female,59444.88,California,M003,Product C,150.29,3.9,SMS,14.7,FALSE,2.6
C0990,68,Female,47384.27,Texas,M002,Product B,151.33,8,Push Notification,17.2,TRUE,1.1
C0991,24,Male,85243.33,Florida,M013,Product D,175.96,3.8,Push Notification,46,TRUE,1.5
C0992,20,Female,37692.69,New York,M003,Product D,69.89,1.1,Social Media,37.6,FALSE,8.3
C0993,64,Female,70774.97,Texas,M001,Product C,123.49,4.3,SMS,9.6,FALSE,1.7
C0994,40,Male,58482.04,California,M002,Product C,240.96,3.5,Push Notification,11.9,FALSE,8
C0995,63,Female,88512.48,Illinois,M010,Product C,108.98,9.2,Email,2.4,FALSE,8.4
C0996,60,Female,65112.97,Texas,M011,Product A,110.02,5.3,Push Notification,16.6,TRUE,3.8
C0997,64,Female,54601.42,Texas,M003,Product C,485.57,3.1,Push Notification,64,FALSE,7.6
C0998,62,Female,56284.39,Illinois,M008,Product D,242.19,9.8,Email,57.3,FALSE,8.4
C0999,35,Female,60598.6,Texas,M015,Product B,231.68,3.2,SMS,30.4,TRUE,8
C1000,55,Male,42858.14,New York,M005,Product D,170.48,7.9,SMS,53.7,FALSE,2.7
C1001,52,Female,48496.96,New York,M008,Product C,280.6,6.8,Push Notification,29.9,FALSE,5
C1002,68,Female,33225.84,New York,M018,Product D,318.23,5.2,Social Media,57.2,TRUE,1.6
C1003,32,Male,46155.35,Texas,M018,Product A,238.18,4.7,Push Notification,13.9,FALSE,5.7
C1004,42,Female,61408.6,Texas,M012,Product D,227.21,8.9,SMS,11.8,TRUE,5
C1005,54,Female,64502.63,Texas,M004,Product A,365.19,5.3,Social Media,6.5,FALSE,9.1
C1006,45,Female,30310.05,California,M008,Product B,477.4,4.4,Email,18.2,FALSE,1.2
C1007,27,Male,57941.82,Illinois,M002,Product C,445.02,4.2,Push Notification,11.4,FALSE,5.8
C1008,56,Male,68451.15,Texas,M020,Product B,103.38,3.5,Email,57.7,TRUE,7.6
C1009,34,Female,57556.32,Illinois,M003,Product C,343.54,4.7,Email,18,FALSE,5.2
C1010,56,Male,50493.17,Florida,M008,Product B,53.17,2.1,Push Notification,37.7,TRUE,3.1
C1011,39,Female,53817.58,New York,M012,Product B,334.89,1.6,Email,54.7,FALSE,6.5
C1012,43,Male,51888.55,California,M002,Product B,258.96,5.9,Push Notification,49.1,FALSE,9.9
C1013,61,Male,50449.04,Illinois,M017,Product A,271,5.1,SMS,15.5,TRUE,1.4
C1014,42,Male,62607.35,New York,M014,Product A,314.61,2.6,SMS,6.5,TRUE,2.8
C1015,34,Male,94615.32,California,M014,Product D,384.19,2,Social Media,65.7,FALSE,5.4
C1016,30,Female,48844.5,New York,M006,Product D,378.26,2.3,Social Media,45.2,TRUE,6.4
C1017,37,Male,55227.86,Texas,M008,Product D,70.02,3.8,Email,51.2,TRUE,6.6
C1018,42,Male,59224.53,Texas,M010,Product C,381.42,5.1,Social Media,28.4,FALSE,1.5
C1019,21,Male,49689.68,New York,M018,Product A,423.42,2.7,SMS,18.2,FALSE,2.1
C1020,27,Female,76473.54,California,M001,Product B,80.68,7.8,Social Media,38.7,TRUE,9.5
C1021,20,Male,24436.72,New York,M007,Product D,195.33,2.7,Email,6.5,FALSE,1.7
C1022,58,Female,52034.11,Florida,M007,Product A,406.43,2.1,Social Media,57.8,TRUE,4.8
C1023,62,Female,72274.71,California,M013,Product A,271.9,10,SMS,47.5,FALSE,6.2
C1024,35,Female,55588.59,California,M016,Product C,362.7,5,Social Media,55.1,FALSE,3.8
C1025,64,Female,47687.42,New York,M012,Product B,276.04,2.5,Email,41.4,TRUE,3.3
C1026,53,Female,66611.35,Illinois,M019,Product A,490.2,9.1,SMS,42,TRUE,3.6
C1027,64,Female,73595.15,New York,M006,Product A,471.29,3.1,Push Notification,43.6,TRUE,3.5
C1028,39,Male,63159.53,Illinois,M007,Product D,176.52,9.3,Social Media,56.7,FALSE,4.4
C1029,51,Male,47981.69,California,M017,Product C,223.65,2.1,Email,17,TRUE,2
C1030,64,Male,66843.05,Texas,M019,Product C,244.11,8.6,Social Media,49.4,TRUE,8.7
C1031,25,Female,53969.26,Texas,M005,Product B,96.89,2.7,Push Notification,40.2,TRUE,7.8
C1032,57,Non-Binary,71177.8,New York,M003,Product C,231.83,9.4,Push Notification,36.2,TRUE,1.3
C1033,66,Female,82248.88,Illinois,M018,Product B,398.68,6.2,Social Media,39.4,FALSE,7.9
C1034,61,Male,20916.35,New York,M017,Product B,431.1,2.7,SMS,20.3,FALSE,8.5
C1035,36,Female,61666.01,Florida,M011,Product D,448.76,8.6,SMS,3.6,TRUE,9.3
C1036,59,Male,33963.99,New York,M009,Product D,56.55,4.5,SMS,54.9,TRUE,6.5
C1037,58,Male,96626.83,New York,M017,Product A,404.96,7.6,Push Notification,66,TRUE,8.7
C1038,54,Male,52978.13,New York,M019,Product D,276.18,6.8,Push Notification,35.1,TRUE,7.8
C1039,23,Male,71195.6,New York,M013,Product A,142.77,7.4,Email,60.5,TRUE,1.2
C1040,69,Female,59470.25,Illinois,M006,Product A,274.44,4.1,Social Media,40.4,FALSE,8.3
C1041,43,Male,47953.73,Illinois,M004,Product A,429.92,9.4,Email,67.1,FALSE,6.2
C1042,51,Male,46169.2,Illinois,M018,Product A,245.41,6,SMS,37.1,TRUE,6.9
C1043,62,Female,83785.19,Florida,M012,Product B,495.71,1.7,Email,15.5,TRUE,9
C1044,23,Female,74339.07,Florida,M004,Product A,327.51,1.6,Email,62.8,TRUE,1.1
C1045,54,Female,89153.76,New York,M005,Product A,270.39,7.6,Push Notification,57.8,FALSE,2
C1046,50,Male,60831.8,Illinois,M012,Product A,182.7,8.6,SMS,29.3,FALSE,6.2
C1047,39,Female,64318.79,Florida,M018,Product B,54.97,7.3,Social Media,60.8,FALSE,4.7
C1048,38,Female,55992.13,Texas,M017,Product C,324.75,3.5,Email,1.6,FALSE,4.8
C1049,23,Male,55693.77,New York,M010,Product C,309.87,3,Social Media,57.8,FALSE,3.8
C1050,23,Female,44371.7,California,M006,Product A,282.57,6.1,Push Notification,49.9,FALSE,8.4
C1051,65,Male,61260.15,Illinois,M017,Product C,291.97,2.8,SMS,28,TRUE,1.9
C1052,21,Male,48161.3,New York,M008,Product D,429.59,4.4,Social Media,57.2,FALSE,5.8
C1053,47,Female,66628.63,New York,M002,Product D,192.59,6.7,Social Media,10,TRUE,5.1
C1054,28,Female,62550.15,California,M012,Product D,297.61,3.6,Social Media,15.4,FALSE,6
C1055,47,Male,64315.23,Texas,M003,Product D,355.98,4.4,Social Media,38.9,FALSE,1.5
C1056,48,Female,85126.95,Florida,M020,Product B,144.42,4.2,Email,63.6,FALSE,7.1
C1057,41,Female,59434.23,Florida,M007,Product A,466.17,5.1,Email,10.2,FALSE,1.1
C1058,26,Female,71350.91,California,M001,Product B,381.71,7.1,SMS,41.1,TRUE,5.8
C1059,20,Male,90772.64,California,M017,Product B,73.98,8,SMS,54.5,TRUE,3.4
C1060,68,Female,79599.26,Florida,M008,Product A,439.3,7,SMS,53.8,TRUE,3.8
C1061,48,Male,77297.55,Texas,M010,Product B,468.44,1.2,Push Notification,45.6,TRUE,7.6
C1062,57,Female,55399.68,Texas,M017,Product A,407.15,9.1,Email,67.8,FALSE,9.9
C1063,54,Male,63444.65,New York,M016,Product B,241.8,6.2,Push Notification,35.2,TRUE,5.3
C1064,53,Male,40225.86,California,M010,Product C,497.47,9.3,Email,63.5,FALSE,7
C1065,41,Female,67483.72,California,M015,Product C,106,9.7,Push Notification,45,FALSE,3.2
C1066,48,Male,64116.9,California,M016,Product D,291.47,5.2,Email,53.4,TRUE,6
C1067,23,Male,60350.78,Florida,M018,Product C,126.68,9.2,Social Media,34,FALSE,1.9
C1068,19,Male,75407.92,Florida,M004,Product D,247.71,4.3,Email,12.9,FALSE,8.7
C1069,37,Female,41883.38,Florida,M007,Product D,467.34,3.3,Email,8.7,TRUE,5.1
C1070,45,Male,84522.94,Texas,M012,Product D,407.42,1.7,Email,49.4,FALSE,4.3
C1071,28,Female,73526.47,Florida,M012,Product B,401.94,5.1,SMS,27.7,FALSE,5.6
C1072,21,Male,58940.49,New York,M001,Product A,209.23,7.2,SMS,41.3,TRUE,9.2
C1073,32,Male,57769.06,Florida,M012,Product C,470.42,9.8,Push Notification,54,FALSE,8
C1074,23,Male,67209.17,Texas,M007,Product A,215.72,5.7,SMS,56.8,FALSE,2.4
C1075,66,Female,82812.77,California,M015,Product C,67.99,7.6,Email,37.2,TRUE,7.9
C1076,47,Male,61524.12,New York,M002,Product C,337.01,9.1,Push Notification,23.3,FALSE,4.5
C1077,55,Male,62160.46,Texas,M001,Product B,213.19,5.9,Email,56.1,TRUE,4.6
C1078,68,Non-Binary,60271.78,Illinois,M004,Product C,119.18,2.5,Push Notification,30.5,TRUE,7.8
C1079,19,Female,86730.36,California,M008,Product A,470.6,8.6,Push Notification,67.5,TRUE,5.1
C1080,32,Male,54466.75,Florida,M017,Product A,336.76,6.2,Push Notification,59.5,FALSE,1.7
C1081,28,Male,59557.39,Texas,M018,Product C,473.24,7.8,SMS,54,TRUE,3.2
C1082,25,Female,81951.53,Illinois,M005,Product A,312.34,6.9,Social Media,18.1,TRUE,9.1
C1083,43,Male,62205.16,Texas,M006,Product D,78.74,1.5,SMS,26.8,TRUE,6.3
C1084,68,Male,77055.88,Florida,M012,Product A,63.47,2.5,Social Media,61.3,FALSE,8.8
C1085,62,Female,46330.8,Texas,M016,Product D,455.25,3.6,Social Media,2.6,FALSE,3.7
C1086,61,Female,56920.61,Illinois,M009,Product D,67.43,3.6,Email,56.5,TRUE,7.2
C1087,22,Female,82266.51,Texas,M015,Product A,326.83,8.6,Push Notification,29.7,TRUE,8.1
C1088,23,Male,49854.9,New York,M008,Product D,184.09,6.4,Email,57.8,FALSE,2.6
C1089,43,Male,57730.51,New York,M012,Product A,359.45,1.8,Email,40.2,TRUE,1.2
C1090,21,Female,63850.28,Florida,M014,Product A,178.13,4.5,Push Notification,38.4,TRUE,6.7
C1091,36,Male,45162.68,Illinois,M017,Product C,66.75,6,Social Media,50.8,FALSE,6.2
C1092,37,Female,53792.85,Illinois,M014,Product A,378.88,3.3,Social Media,58.2,FALSE,1.4
C1093,50,Female,61689.55,Illinois,M020,Product A,189.91,1.4,SMS,50.2,TRUE,4.7
C1094,37,Male,60700.23,Illinois,M005,Product C,297.86,4.4,SMS,33,FALSE,6.1
